t_rel,timestamp_utc,replicas_desejadas,replicas_atuais,replicas_prontas,cpu_atual_pct,cpu_alvo_pct,pods_pendentes
262,2026-09-19T21:15:02Z,10,10,10,253,50,0
267,2026-09-19T21:15:07Z,10,10,10,253,50,0
272,2026-09-19T21:15:12Z,10,10,10,108,50,0
278,2026-09-19T21:15:18Z,10,10,10,108,50,0
283,2026-09-19T21:15:23Z,10,10,10,108,50,0
288,2026-09-19T21:15:28Z,10,10,10,108,50,0
293,2026-09-19T21:15:33Z,10,10,10,108,50,0
299,2026-09-19T21:15:39Z,10,10,10,108,50,0
304,2026-09-19T21:15:44Z,10,10,10,108,50,0
309,2026-09-19T21:15:49Z,10,10,10,108,50,0
314,2026-09-19T21:15:54Z,10,10,10,108,50,0
319,2026-09-19T21:15:59Z,10,10,10,108,50,0
325,2026-09-19T21:16:05Z,10,10,10,108,50,0
330,2026-09-19T21:16:10Z,10,10,10,1,50,0
335,2026-09-19T21:16:15Z,10,10,10,1,50,0
340,2026-09-19T21:16:20Z,10,10,10,1,50,0
346,2026-09-19T21:16:26Z,10,10,10,1,50,0
351,2026-09-19T21:16:31Z,10,10,10,1,50,0
356,2026-09-19T21:16:36Z,10,10,10,1,50,0
361,2026-09-19T21:16:41Z,10,10,10,1,50,0
367,2026-09-19T21:16:47Z,10,10,10,1,50,0
372,2026-09-19T21:16:52Z,10,10,10,1,50,0
377,2026-09-19T21:16:57Z,10,10,10,1,50,0
382,2026-09-19T21:17:02Z,10,10,10,1,50,0
387,2026-09-19T21:17:07Z,10,10,10,1,50,0
393,2026-09-19T21:17:13Z,10,10,10,1,50,0
398,2026-09-19T21:17:18Z,10,10,10,1,50,0
403,2026-09-19T21:17:23Z,10,10,10,1,50,0
408,2026-09-19T21:17:28Z,10,10,10,1,50,0
414,2026-09-19T21:17:34Z,10,10,10,1,50,0
419,2026-09-19T21:17:39Z,10,10,10,1,50,0
424,2026-09-19T21:17:44Z,10,10,10,1,50,0
429,2026-09-19T21:17:49Z,10,10,10,1,50,0
435,2026-09-19T21:17:55Z,10,10,10,1,50,0
440,2026-09-19T21:18:00Z,10,10,10,1,50,0
445,2026-09-19T21:18:05Z,10,10,10,1,50,0
450,2026-09-19T21:18:10Z,10,10,10,1,50,0
455,2026-09-19T21:18:15Z,10,10,10,1,50,0
461,2026-09-19T21:18:21Z,10,10,10,1,50,0
466,2026-09-19T21:18:26Z,10,10,10,1,50,0
471,2026-09-19T21:18:31Z,10,10,10,1,50,0
476,2026-09-19T21:18:36Z,10,10,10,1,50,0
482,2026-09-19T21:18:42Z,10,10,10,1,50,0
487,2026-09-19T21:18:47Z,10,10,10,1,50,0
492,2026-09-19T21:18:52Z,10,10,10,1,50,0
497,2026-09-19T21:18:57Z,5,10,5,1,50,0
502,2026-09-19T21:19:02Z,5,10,5,1,50,0
508,2026-09-19T21:19:08Z,5,5,5,1,50,0
513,2026-09-19T21:19:13Z,5,5,5,1,50,0
518,2026-09-19T21:19:18Z,5,5,5,1,50,0
523,2026-09-19T21:19:23Z,5,5,5,1,50,0
529,2026-09-19T21:19:29Z,5,5,5,1,50,0
534,2026-09-19T21:19:34Z,5,5,5,1,50,0
539,2026-09-19T21:19:39Z,5,5,5,1,50,0
544,2026-09-19T21:19:44Z,5,5,5,1,50,0
550,2026-09-19T21:19:50Z,5,5,5,1,50,0
